0.001, 100, 0.1043916796266313, 0.01196296719207052, 0.008633595555561327
0.005, 100, 0.43225726708025014, 0.0456257671718381, 0.029814693921479403
0.01, 100, 0.6951206934840982, 0.06862363808230389, 0.03893700612129035
0.05, 100, 1.089969183119605, 0.11243317144538638, 0.018400280080915075
0.1, 100, 1.0964316878594287, 0.12500553771969244, 0.005844982938081283
0.5, 100, 1.0964608113924048, 0.12943902906619134, 0.001411492515864815
1, 100, 1.096460811392405, 0.12943907603586852, 0.0014114455461874222
5, 100, 4.381346909824743e+71, -4.4227349697300636e+86, -4.4227349697300647e+86
10, 100, 3.072529572021331e+104, -3.3993409788904815e+119, -3.399340978890482e+119
1.05, 10000, 1.096460811392405, 0.12943907603587199, 0.0014114455461841707
